Name	Set	ImageFile	Id Number	Type	Pull Cost	Attack Power	Defense Power	Pull Generated	Rarity	Traits	Rules
Albrecht Unger	wild_kingdom(fan)	Albrecht_Unger	3	Character	3	5	2	-	FAN	"Human, Burger"	May bypass one active character.
Back to Nature	wild_kingdom(fan)	Back_to_Nature	4	Condition	3	1	1	0	FAN	Animal	Play on a Human or Mutant only. Character's first trait is replaced with Animal. Character is Immune: Blackmail.
Charise Gireand	wild_kingdom(fan)	Charise_Gireand	5	Character	1	1	1	1*	FAN	"Human, Entrepeneur"	Plus 2 Pull to call Animal cards. She allows you to call bulleted Animal cards as if she had the trait Animal.
Emmanuel Ziegfried	wild_kingdom(fan)	Emmanuel_Ziegfried	6	Character	2	2	2	1*	FAN	"Human, Artist, Psychic"	Crank to control any Animal.
Guard Dog	wild_kingdom(fan)	Guard_Dog	7	Character	1	4	2	-	FAN	Animal	"Not Unique. Immune: Blackmail. Cannot use Gear. If Guard Dog is popped, you may immediately play another Guard Dog from your hand."
Liberte Naturale	wild_kingdom(fan)	Liberte_Naturale	8	Resource 	0	-	-	1*	FAN	Animal	Non-Influence Pull only. +1 Pull to call Animal cards. Exclude: Government.
Manuel Manaus	wild_kingdom(fan)	Manuel_Manaus	9	Character	2	2	2	*	FAN	"Human, Criminal"	"If Pull =/= 0, crank to remove any Animal without positive Pull from play (except in terms of uniqueness.) You then get 1 Pull. Manaus has +1 Pull while cranked."
Molly O'Leary	wild_kingdom(fan)	Molly_O'Leary	10	Character	2	4	2	-	FAN	"Human, Sommerite"	"Whenever an Animal is popped in combat, Molly becomes active (if necessary) and attacks a Character that engaged in combat with the Animal regardless of position."
Molly's Radio	wild_kingdom(fan)	Molly's_Radio	11	Environmental 	2	-	-	-	FAN	"Fringe, Dog Faces"	Unique. Any character with the Animal trait may use Gear.
Outbreak	wild_kingdom(fan)	Outbreak	12	Environmental 	4	*	-	-	FAN	Nekros	"Crank to place a popped Character on this card, discarding any others on it. Any player may crank this card for an attack equal to the power of the character on this card. This does not count against their attack limit. Uncranks during each player's uncrank phase."
Silky Fur	wild_kingdom(fan)	Silky_Fur	13	Character	2	4	4	-	FAN	"Yeti, Trident, Psychic"	Immune: Surprise. Attackers that survive combat with her are flipped. Cards in her file may Martyr for her.
Subject 354	wild_kingdom(fan)	Subject_354	14	Character	1	3*	1*	-	FAN	"Mutant, Low-life"	Plus 3 Power while Dr. Furchtegott Nusbaum is in play. Subject 354's first trait is Human or Animal whenever the controller wishes.
Tiger	wild_kingdom(fan)	Tiger	15	Character	4	7	3	0	FAN	Animal	Bypass. Surprise. May not use Gear.
Werner Heinriche	wild_kingdom(fan)	Werner_Heinriche	16	Character	1	1	2	-	FAN	Human	Flip any time to Save an Animal. The saved Character is flipped.
Wheeler Stein	wild_kingdom(fan)	Wheeler_Stein	17	Character	2	3*	3*	-	FAN	"Human, Throckmorton"	Plus 2 Power vs. Animals. May Avoid Combat with Dog Faces.
Wild Kingdom	wild_kingdom(fan)	Wild_Kingdom	18	Resource 	0	-	-	*	FAN	Animal	Unique. 3 Pull to call Animals.
